id,name,artists
3Qnqmo5wfuEpMKf8b9Cg1n,Work - Lost Kings Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4', '3hyEbRtp617pNCuuQjyOmc']"
4Y6MhzhiMo6kdJ7WpXm2D0,Work - Lost Kings Extended Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4', '3hyEbRtp617pNCuuQjyOmc']"
6KpwFKnUdpF98NSi81YUdH,Bitch Better Have My Money - R3hab Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '6cEuCEZu7PAE9ZSzLLc2oQ']"
6BnZgvbBofmZchwWgRXpH5,Bitch Better Have My Money,"['5pKCCKE2ajJHZ9KAiaK11H', '5fYTdFqqaSQlBjcESLQwhG']"
5iMqQkFzWWsbwck2F6KnMw,Bitch Better Have My Money - GTA Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '6M7RdR9ZP52h2mfNLmiHtU']"
78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,"['5pKCCKE2ajJHZ9KAiaK11H', '5K4W6rqBFWDnAN6FQUkS6x', '4STHEaNw4mPZ2tzheohgXB']"
1CVyTJZkL9JcGkvNIRRyUZ,Right Now - Dyro Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '03MVmfitJTVJIxYmObhQn9']"
3lEr8KdqDZXCHcQAbD04H5,Right Now - Dyro Club Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '03MVmfitJTVJIxYmObhQn9']"
04K8W38h68G3gk81qdjREq,Right Now - Dyro Instrumental,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '03MVmfitJTVJIxYmObhQn9']"
6BT1lXagmLSfztplEtvA5Q,Right Now - Sick Individuals Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0XqFDQJjqW5PfhfBCb53LR']"
0eGUpmAkQIGlUJvnIe8smP,Right Now - Sick Individuals Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0XqFDQJjqW5PfhfBCb53LR']"
7e6fREoSkN6HDut0IpEeKj,Right Now - Sick Individuals Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0XqFDQJjqW5PfhfBCb53LR']"
4vS2ika5wE2tFmYZs6HN3N,Right Now - Sick Individuals Instrumental,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0XqFDQJjqW5PfhfBCb53LR']"
1W3Cfd8tRDMz8DmvlAGIwX,Right Now - Justin Prime Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0TFdkHvlyUVl9zrb4seHxJ']"
0Rhjpq6jgu7Q3aLXlmWGX9,Right Now - Justin Prime Vocal Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0TFdkHvlyUVl9zrb4seHxJ']"
2R4wFHAcO1yYAaqHQIAB2r,Right Now - Justin Prime Instrumental,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0TFdkHvlyUVl9zrb4seHxJ']"
3Qq7zFuBjiQFmQ8wz55CdJ,Right Now - Ralphi Rosario Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0c5584rnmlOvkMpJtpBLTh']"
38OpLYY9YolyDPZxYX1VRo,Right Now - Ralphi Rosario Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0c5584rnmlOvkMpJtpBLTh']"
5mNUkOMSTdXcmNWwCfpqQO,Right Now - Ralphi Rosario Tough Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0c5584rnmlOvkMpJtpBLTh']"
3x5yaXyJJd1QQGBhX87Imh,Right Now - Ralphi Rosario Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai', '0c5584rnmlOvkMpJtpBLTh']"
7jsGkY16RvcwmIJ16pP4gK,What Now - Firebeatz Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '4XLEodrYKagaBHMKH5k8Rr']"
3y0w2UbjjLNSNXXgOLMyUF,What Now - Firebeatz Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '4XLEodrYKagaBHMKH5k8Rr']"
4H8DqPsp0pXBUKjvMNErCa,What Now - Firebeatz Instrumental,"['5pKCCKE2ajJHZ9KAiaK11H', '4XLEodrYKagaBHMKH5k8Rr']"
0FgmvVNvnZ05hJLRv0Frd1,What Now - R3hab Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '6cEuCEZu7PAE9ZSzLLc2oQ']"
1QFIthmSdUpFEnNQgPbsXI,What Now - R3hab Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '6cEuCEZu7PAE9ZSzLLc2oQ']"
0UaqL5ZoF6ULQR1doZ8Fsq,What Now - R3hab Instrumental,"['5pKCCKE2ajJHZ9KAiaK11H', '6cEuCEZu7PAE9ZSzLLc2oQ']"
3mDOgZpm0l2cm1WuoLaxty,What Now - Guy Scheiman Club Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '1q3efgluOwme3U175ED6l5']"
5HBRXxFyjhKiIcpwEEIsrD,What Now - Guy Scheiman Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '1q3efgluOwme3U175ED6l5']"
08J8lqLLs8JRQ1iGBSHr98,What Now - Guy Scheiman Mixshow Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '1q3efgluOwme3U175ED6l5']"
1EUFZXJlMswyeTyqhWJcGH,What Now - Guy Scheiman Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '1q3efgluOwme3U175ED6l5']"
7JgguNsAtGArz7G2IUfhuO,What Now - R3hab Trapped Out Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '6cEuCEZu7PAE9ZSzLLc2oQ']"
5WAucPZYpaLKOITHF3RrAl,What Now - Reflex Extended,"['5pKCCKE2ajJHZ9KAiaK11H', '6N0mnxtVWP24nWllPm93hT']"
1pcUDdvkJpqWGT2R6tykjQ,What Now - Reflex Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '6N0mnxtVWP24nWllPm93hT']"
2DCCA7AwEslJ7jEaEX4Frf,Diamonds - Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '5K4W6rqBFWDnAN6FQUkS6x']"
1TCgJIaasQiJPCvKE5mOX8,Diamonds - Dave Aude 100 Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9', '3k8vhKepBT8rNmDEJTGMTm']"
71S8c86EExnBN3OxB14P3t,Diamonds - Gregor Salto Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '0l59CBSPDfKBXlyHya0pew', '6oZvk0wRufXkBhyWhg8LjG']"
5BuT4m6KKb6Z16rfAq3Fh8,Diamonds - The Bimbo Jones Vocal Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '7hEDdJUgflzNOt4ow0OnuC', '3IoIRHbV0weqdZmN6ewOtH']"
5nqL6oDfjd8M4rCSa795cz,Diamonds - The Bimbo Jones Downtempo,"['5pKCCKE2ajJHZ9KAiaK11H', '7hEDdJUgflzNOt4ow0OnuC', '3IoIRHbV0weqdZmN6ewOtH']"
5VlyxtjCKSk2ETp1D3W0GX,Diamonds - The Bimbo Jones Vocal Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '7hEDdJUgflzNOt4ow0OnuC', '3IoIRHbV0weqdZmN6ewOtH']"
3gLEhKDJrwbb94WctCHCix,Cockiness (Love It) Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '13ubrt8QOOCPljQ2FL1Kca']"
0aGxRgaGbcT95BZZCWqYOQ,Princess of China - Andre Sobota Remix,"['4gzpq5DPGxSnKTe4SA8HAU', '5pKCCKE2ajJHZ9KAiaK11H', '0Tdo9YdoMdoj41B2KNTywZ']"
6XJ2PVp2Vs9G2j5B2Cbbnb,Princess of China - Radio Edit,"['4gzpq5DPGxSnKTe4SA8HAU', '5pKCCKE2ajJHZ9KAiaK11H']"
2f3XEVeU7g6vZgK2BmyIg8,Princess of China - Invisible Men Remix,"['4gzpq5DPGxSnKTe4SA8HAU', '5pKCCKE2ajJHZ9KAiaK11H']"
2tKqZsc0epdLrsNUT6y0Ls,Princess of China - Acoustic,"['4gzpq5DPGxSnKTe4SA8HAU', '5pKCCKE2ajJHZ9KAiaK11H']"
2jubJDJlUK7xz5ClvU10Ug,Where Have You Been - Hardwell Club Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '6BrvowZBreEkXzJQMpL174']"
0kwq6Yl5RacDDcVcbI64yX,Where Have You Been - Hardwell Instrumental,"['5pKCCKE2ajJHZ9KAiaK11H', '6BrvowZBreEkXzJQMpL174']"
19f9jLCf7yDO9fsmuKGRMo,Where Have You Been - Papercha$er Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '5dIX3KdZlVjLOK5aWVuclO']"
0iG9GGt0XOz5JBGqEEVWF8,Where Have You Been - Papercha$er Instrumental,"['5pKCCKE2ajJHZ9KAiaK11H', '5dIX3KdZlVjLOK5aWVuclO']"
3A6iniWiW222psfVuGwE7F,Where Have You Been - Hector Fonseca Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '2EEC3NJZ90MENwnpO2L9tq']"
2VCBtGDlMBd6b115Ka9cCW,Where Have You Been - Hector Fonseca Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '2EEC3NJZ90MENwnpO2L9tq']"
3y0UUvCgf98PKdg9tmOcsO,Where Have You Been - Hector Fonseca Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '2EEC3NJZ90MENwnpO2L9tq']"
1ILifd0JzpC73dvV0Lq8g3,Where Have You Been - Vice Club Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '0q4NrXqJnc367PieejuROJ', '3k8vhKepBT8rNmDEJTGMTm']"
0fK0MWM9AJWMktsQIbOoFf,Where Have You Been - Vice Instrumental,"['5pKCCKE2ajJHZ9KAiaK11H', '0q4NrXqJnc367PieejuROJ', '3k8vhKepBT8rNmDEJTGMTm']"
0ildeK8p6UUkHGK94EW1m0,Where Have You Been - Hardwell Club Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '6BrvowZBreEkXzJQMpL174']"
45cmCn8HEDFcf7lOBxlVHS,Where Have You Been - Papercha$er Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '5dIX3KdZlVjLOK5aWVuclO']"
7rXzZBNoFYQYpHxh7hPlVR,Where Have You Been - Hector Fonseca Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '2EEC3NJZ90MENwnpO2L9tq']"
0p5iB2jxyoRp9XgEkISBMu,Where Have You Been - Vice Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '68m8Vm4YiCFp3NMwnmUMeP', '3k8vhKepBT8rNmDEJTGMTm']"
5rgXQkviG52oqJ2HvbEwli,You Da One - Dave Aude Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9', '12Xuk0XtUsAg1YXht9mpWE', '5ljTQiJyXPI5jK9XyEzFEw']"
37GWkoyeKQtLxCIdqrC4Ga,You Da One - Dave Aude Club,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9', '12Xuk0XtUsAg1YXht9mpWE', '5ljTQiJyXPI5jK9XyEzFEw']"
2u5Qy48Uf4TJInbfMFgDbw,You Da One - Dave Aude Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9', '12Xuk0XtUsAg1YXht9mpWE', '5ljTQiJyXPI5jK9XyEzFEw']"
2n7vmdWROhbZaah6CqmF4s,You Da One - Almighty Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '7m9s6pUBVee0IBnwTFSVit']"
7bgDbiwF0tkTZjHdHi8duU,You Da One - Almighty Club,"['5pKCCKE2ajJHZ9KAiaK11H', '7m9s6pUBVee0IBnwTFSVit']"
3LglYedHfsFKE13ZBI6Ymv,You Da One - Almighty Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '7m9s6pUBVee0IBnwTFSVit']"
3b3aLCm2fcPjGi1TPka9pG,You Da One - Gregor Salto Vegas Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '0l59CBSPDfKBXlyHya0pew']"
2qthwafi3rGM7AbX0CvZIu,You Da One - Gregor Salto Vegas Club,"['5pKCCKE2ajJHZ9KAiaK11H', '0l59CBSPDfKBXlyHya0pew']"
4F19XbqqKLxYwJfavqGmKS,You Da One - Gregor Salto Drum Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '0l59CBSPDfKBXlyHya0pew']"
1arQ2XVy3AcHe8GZaiadGN,You Da One - Gregor Salto Amsterdam Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '0l59CBSPDfKBXlyHya0pew']"
2utwurTLZYQbQ5MOZfKSqG,You Da One - Gregor Salto Amsterdam Club,"['5pKCCKE2ajJHZ9KAiaK11H', '0l59CBSPDfKBXlyHya0pew']"
4Ttoj0AwIGFELMLHiRRlkp,You Da One - Gregor Salto Amsterdam Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '0l59CBSPDfKBXlyHya0pew']"
3eiljiHHlpZKkfj2uQTunn,We Found Love - Chuckie Extended Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY', '3nHopzYkbX13vU0LXil7dw', '0byDvgqI7MVJuoGMzxpDoV']"
11F4bSUDXVd4W05jNs6DzX,We Found Love - Chuckie Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY', '3nHopzYkbX13vU0LXil7dw', '0byDvgqI7MVJuoGMzxpDoV']"
300u3cHkFvI7SQyouWkIfQ,We Found Love - Cahill Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY', '02nqwOvmlIhYQtZ5kVqJZm']"
6cRqGdVhKXMq6jVmEvgEG2,We Found Love - Cahill Club,"['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY', '02nqwOvmlIhYQtZ5kVqJZm']"
0xPBtwxfqIFQG2QTZjoKkH,We Found Love - Cahill Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY', '02nqwOvmlIhYQtZ5kVqJZm']"
43byoJF6OuPtVvUqUydU0G,We Found Love - R3hab's XS Remix Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY', '6cEuCEZu7PAE9ZSzLLc2oQ']"
1hVJxLpV93L3MUx2HOYtLU,We Found Love - R3hab's XS Extended Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY', '6cEuCEZu7PAE9ZSzLLc2oQ']"
26skMj4xCbyPSdWaprabb0,We Found Love - R3hab's XS Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY', '6cEuCEZu7PAE9ZSzLLc2oQ']"
7vI6G0osyp8cbkE6Sah7TC,We Found Love - Black Cards Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY']"
0pCBRp9VGq3bDZijlGY4iU,California King Bed - DJ Chus & Abel Ramos Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '7kxOVclB0zQamtBR0syCrg', '4PfnYN4AwskT2RgGn4OwCR']"
10ahoLE9Jr40FPUpSKmocG,California King Bed - Bassjackers Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '6xQvQwZQQuq9R3TdPNbcR8']"
7r8qHDebpPx8KcVRWX61RB,California King Bed - DJ Chus & Abel Ramos Club,"['5pKCCKE2ajJHZ9KAiaK11H', '7kxOVclB0zQamtBR0syCrg', '4PfnYN4AwskT2RgGn4OwCR']"
1EXsdm7Flg7IP9nMipBr7x,California King Bed - Bassjackers Club,"['5pKCCKE2ajJHZ9KAiaK11H', '6xQvQwZQQuq9R3TdPNbcR8']"
0hhqiLzkO8fJagDUwqgRV9,California King Bed - DJ Chus & Abel Ramos Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '7kxOVclB0zQamtBR0syCrg', '4PfnYN4AwskT2RgGn4OwCR']"
30WRxEUxCrcqpICa2u5USP,California King Bed - Bassjackers Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '6xQvQwZQQuq9R3TdPNbcR8']"
3hWYkiezTpsYmAdJSFhTAi,S&M - Dave Aude Club,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9']"
55QAdzwBaEfaKF0KUFKMus,S&M - Sidney Samson Club,"['5pKCCKE2ajJHZ9KAiaK11H', '3XonXgjEAAXVl0WKLF1Z4g']"
51jq5iHkkTH1lZtq7DnJyJ,S&M - Dave Aude Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9']"
4axbnFsFoRcuBHn8nveyoL,S&M - Sidney Samson Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '3XonXgjEAAXVl0WKLF1Z4g']"
2zgWLi8ZNHGxwA9fbRhKv3,S&M - Dave Aude Club,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9']"
5xsLlnn74NWxZCiX86Nlx3,S&M - Sidney Samson Club,"['5pKCCKE2ajJHZ9KAiaK11H', '3XonXgjEAAXVl0WKLF1Z4g']"
6s24Ohx6X8okxZN3S2I8rC,S&M - Dave AudeClub Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9']"
2yGZZk77IUqUX0UXFbUC6q,S&M - Sidney Samson Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '3XonXgjEAAXVl0WKLF1Z4g']"
44FAj28ivN0HJ0xVYwQ9nL,S&M Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '26dSoYclwsYLMAKD3tpOr4']"
6vWvJgKkBpQ9MYtveLUhGI,What's My Name?,"['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4']"
1dsDlAQFRP1Li92v0PQyZA,"What's My Name? - Low Sunday ""Up On It"" Radio","['5pKCCKE2ajJHZ9KAiaK11H', '46sXMHr9eHJYyO6uu0Jdeh', '1Dda5nSx0Yn0LQFOCaWCnA']"
0ce9uGS8f5vDA7OYEkoPXm,ROCKSTAR 101 - Chew Fu Teachers Pet Fix (Single Version),"['5pKCCKE2ajJHZ9KAiaK11H', '6XdUl9SNdiDBbZhZ1B9ubn']"
53mSg6wNL0B0o02NqrwUVT,ROCKSTAR 101 - Chew Fu Teachers Pet Fix (Single Version),"['5pKCCKE2ajJHZ9KAiaK11H', '6XdUl9SNdiDBbZhZ1B9ubn']"
1aEeQXiyYXTGDoEWpLfm3C,ROCKSTAR 101 - Dave Aude Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9']"
50aCiixoz9rWSspYgBXA3z,ROCKSTAR 101 - Mark Picchiotti Pop Rock Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '6mfoAawlriO9xRqOQGAIfM']"
2yz45Saowbf2rINLl6n7fc,ROCKSTAR 101 - Mark Picchiotti Rockin Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '6mfoAawlriO9xRqOQGAIfM']"
7IoQVUNwcQJX5wMizL50pZ,ROCKSTAR 101 - LoOse CanNons Black Guitar R-Licks Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '1zcf3JnW02d0S1PPuPcejm']"
3364jzLJvR3sl8te0VlLJc,ROCKSTAR 101 - Chew Fu Teachers Pet Fix,"['5pKCCKE2ajJHZ9KAiaK11H', '6XdUl9SNdiDBbZhZ1B9ubn']"
1SXhAUzMYMcCkVWyEb2iRJ,ROCKSTAR 101 - Chew Fu Teachers Pet Fix,"['5pKCCKE2ajJHZ9KAiaK11H', '6XdUl9SNdiDBbZhZ1B9ubn']"
6d1YG2edqVu12yw4ZbdY0L,ROCKSTAR 101 - Dave Aude Club,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9']"
4SmNXn6Tc8CoomgmzwWk4F,ROCKSTAR 101 - Mark Picchiotti Pop Rock Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '6mfoAawlriO9xRqOQGAIfM']"
7AYhU6Mfa4MPWDDig2dkCF,ROCKSTAR 101 - Mark Picchiotti Rockin Club Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '6mfoAawlriO9xRqOQGAIfM']"
56szO2WMRzMheGSRFr863o,ROCKSTAR 101 - LoOse CanNons Black Guitar R-Licks Extended,"['5pKCCKE2ajJHZ9KAiaK11H', '1zcf3JnW02d0S1PPuPcejm']"
2zswaURJAzFd7DzhZArSMO,ROCKSTAR 101 - Dave Aude Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '1vWImodgVqIgTUkekGEfR9']"
2Sd8d4toQFNb4R3g63UOpW,ROCKSTAR 101 - Mark Picchiotti Power Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '6mfoAawlriO9xRqOQGAIfM']"
4x6w3LDSnAuQZovIvGGLxu,What's My Name?,"['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4']"
7k1UV4pbPSw2nNjiviosXb,Russian Roulette - Tony Moran and Warren Rigg Radio Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '0uUlRP8qEQGUKowcF5jFVc', '3D2tr87ibnoz28hSYYIcOs']"
2ssVtmDwaj7MvscSwraxFO,"Russian Roulette - Chew Fu ""Black Russian"" Fix (Radio)","['5pKCCKE2ajJHZ9KAiaK11H', '6XdUl9SNdiDBbZhZ1B9ubn']"
4Zm7Z73XPwQByBEbvruFqW,Russian Roulette - Tony Moran and Warren Rigg Pounding Club Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '0uUlRP8qEQGUKowcF5jFVc', '3D2tr87ibnoz28hSYYIcOs']"
45bGEG4qIDemhGArFYYUZZ,"Russian Roulette - Chew Fu ""Black Russian"" Fix (Extended)","['5pKCCKE2ajJHZ9KAiaK11H', '6XdUl9SNdiDBbZhZ1B9ubn']"
4UcI8gyFmnqpw75ssWPp2S,"Russian Roulette - Tony Moran, Warren Rigg, Dave Saronson Pounding Dub Mix","['5pKCCKE2ajJHZ9KAiaK11H', '0uUlRP8qEQGUKowcF5jFVc', '3D2tr87ibnoz28hSYYIcOs']"
7dr1r5Ro2TFyftcV2VuLPK,"Russian Roulette - Chew Fu ""Black Russian"" Fix (Dub)","['5pKCCKE2ajJHZ9KAiaK11H', '6XdUl9SNdiDBbZhZ1B9ubn']"
2Zn2LcVj5gy64I8sUSZdlJ,"Russian Roulette - Chew Fu ""Aciiiid"" Fix (Dub Reprise)","['5pKCCKE2ajJHZ9KAiaK11H', '6XdUl9SNdiDBbZhZ1B9ubn']"
3pOA0qdoAdmQSuuXhfZiPV,Don't Stop The Music - Solitaire's More Drama Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '1rAtlgmvL0nEG2045zu8zM', '1F1WpSa2tLZA7cF2dfuG8u']"
1wcoyWJTWfcKqDeIbRGsDm,Take A Bow - Groove Junkies MoHo Radio,"['5pKCCKE2ajJHZ9KAiaK11H', '7cqR1QUke4EVk9cKfUhUQw', '5uJoeFexzSn6q3ujEX4hYK']"
6aBVpU51Xlzcr77gWTrtdK,If It's Lovin' That You Want - Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '7BAaznGSsqcksud4R5ou5z', '4SK2JKaxKHSH10CGPFYoNU']"
7Ht0maVarro4JV90wnUN6t,Don't Stop The Music - The Wideboys Club Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '2fLCjXwadBsnYmn05uxFpi']"
1YrSCzRqwbnJ69kOHAk4ns,Hate That I Love You - K-Klassic Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '21E3waRsmPlU7jZsS13rcj', '4O1s9iVG46lSn1mD9ek1ES']"
113v1MA9MTShy98uCz37nO,Umbrella - Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB']"
3OuufuzYHswev5AfN0gQ1Z,Umbrella - Seamus Haji & Paul Emanuel Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB', '2f6jGbE8VU74rb5AQtOdFz', '2JkHlHHNPSd8VcZMWRY301']"
2QYtXNABoSIyVXV2kaITS3,Umbrella - Jody den Broeder Lush Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB', '7I6gLWts7TQE7CWkZtHFbu']"
6fUL9fwYoI9JDryFAg2C7D,Umbrella - Jody den Broeder Destruction Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB', '7I6gLWts7TQE7CWkZtHFbu']"
1vnH4FEPGOft3lpxkpmBhg,Umbrella - The Lindbergh Palace Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB', '0kvTYSgiVrBtbcKokPle73']"
2oa27cZ4LpUKFfmCpg7K1n,Umbrella - Seamus Haji & Paul Emanuel Club Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB', '2f6jGbE8VU74rb5AQtOdFz', '2JkHlHHNPSd8VcZMWRY301']"
5IeURwP0DdGryXQanFtfz2,Umbrella - Jody den Broeder Lush Club Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB', '7I6gLWts7TQE7CWkZtHFbu']"
4GxCjfP9y3xe1HnLUyEbgi,Umbrella - Jody den Broeder Destruction Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB', '7I6gLWts7TQE7CWkZtHFbu']"
48YcEPc0MrPOMxS7qBpiyU,Umbrella - The Lindbergh Palace Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB', '0kvTYSgiVrBtbcKokPle73']"
1XchAVUC70m7K2gkfNqjOz,Umbrella - The Lindbergh Palace Dub,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB', '0kvTYSgiVrBtbcKokPle73']"
49EGdXbnRDPvYlELWyW6dH,Unfaithful - Nu Soul Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '1hjJE3mbarcUtd2dSriXBI']"
3IpIpz0LhodukklhbXWTZV,Unfaithful - Nu Soul Remix,"['5pKCCKE2ajJHZ9KAiaK11H', '1hjJE3mbarcUtd2dSriXBI']"
2wfhLX943B8CVrgMAFNu7y,Unfaithful - Tony Moran Radio Mix,"['5pKCCKE2ajJHZ9KAiaK11H', '0uUlRP8qEQGUKowcF5jFVc', '3D2tr87ibnoz28hSYYIcOs']"
3S72ZBLY3K7plFNhSPFQyQ,Unfaithful - Hamel Radio Edit,"['5pKCCKE2ajJHZ9KAiaK11H', '361gbfuwAJSUMLtMORfOU3', '5bGC5qIrrRlBb5bINWeilH']"
